Person,Rank,First Name,Last Name,Pre-Nominal,Given Name,Surname,Bloodname,Post-Nominal,Callsign,Age,Status,Gender,Skill Level,Role,Unit Assignment,Force,Deployed,Mech,Vehicle,Naval,VTOL,Aero,Aircraft,Vessel,Battle Armour,Small Arms,Anti-Mek,Artillery,Tactics,Strategy,Leadership,Tech/Mek,Tech/Aero,Mechanic,Tech/BA,Medical,Admin,Negotiation,Scrounge,Injuries,Kills,Salary,XP,Origin Faction,Origin Planet,Birthday,Recruitment Date,Last Rank Change,Due Date,Retirement Date,Death Date,Commander,Founder,Clan Personnel,Marriageable,Divorceable,Trying to Conceive,Immortal,Toughness,Edge,SPA Count,Implant Count,Portrait Path
"",Private,Yae-Soon,Bell,,Yae-Soon,Bell,,,,3004-01-17,Active,Female,Green,Soldier,Jump Platoon (Rifle) #2,VTOL Infantry,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,0,1,450 C-Bill,4,Independent,Star's End (Novo Cressidas),3004-01-17,3028-01-01,3028-09-11,,,,No,No,No,Yes,N/A,Yes,No,0,0,0,0,Female/Soldier/Inf_F_33.png
"",Sergeant,Erasmus,Tsikouna,,Erasmus,Tsikouna,,,,3004-11-01,Active,Male,Veteran,Soldier,Jump Platoon (Rifle) #2,VTOL Infantry,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,0,1,"1,200 C-Bill",3,Mercenary,New Caledonia,3004-11-01,3028-01-01,3028-09-11,,,,No,No,No,Yes,N/A,N/A,No,0,0,0,0,Male/Soldier/Inf_M_74.png
"",Private,Anatje,Wemyss,,Anatje,Wemyss,,,,3007-09-02,Active,Female,Regular,Soldier,Jump Platoon (Rifle) #2,VTOL Infantry,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,0,1,750 C-Bill,2,Independent,Star's End (Novo Cressidas),3007-09-02,3028-01-01,3028-09-11,,,,No,No,No,N/A,Yes,Yes,No,0,0,0,0,Female/Soldier/Inf_F_73.png
"",Private,Mario,Kodanda,,Mario,Kodanda,,,,3008-09-17,Active,Male,Regular,Soldier,Jump Platoon (Rifle) #2,VTOL Infantry,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,4,-,4,-,-,-,-,-,-,-,-,-,-,-,0,1,750 C-Bill,3,Mercenary,Trell I,3008-09-17,3028-01-01,3028-09-11,,,,No,No,No,Yes,N/A,N/A,No,0,0,0,0,Male/Soldier/Inf_M_58.png
"",Private,Carol,Bakes,,Carol,Bakes,,,,3004-01-09,Active,Female,Veteran,Soldier,Jump Platoon (Rifle) #2,VTOL Infantry,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,0,1,"1,200 C-Bill",3,Mercenary,Trell I,3004-01-09,3028-01-01,3028-09-11,,,,No,No,No,Yes,N/A,Yes,No,0,0,0,0,Female/Soldier/Inf_F_67.png
"",Private,Frances,Motsuzuki,,Frances,Motsuzuki,,,,3004-05-12,Active,Female,Regular,Soldier,Jump Platoon (Rifle) #2,VTOL Infantry,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,0,1,750 C-Bill,2,Independent,Star's End (Novo Cressidas),3004-05-12,3028-01-01,3028-09-11,,,,No,No,No,Yes,N/A,Yes,No,0,0,0,0,Female/Soldier/Inf_F_45.png
"",Sergeant,Bianca,Ricciardi,,Bianca,Ricciardi,,,,3005-12-11,Active,Female,Veteran,Soldier,Jump Platoon (Rifle) #2,VTOL Infantry,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,3,-,-,1,-,-,-,-,-,-,-,-,-,-,0,1,"1,200 C-Bill",2,Mercenary,Chateau,3005-12-11,3028-01-01,3028-09-11,,,,No,No,No,Yes,N/A,Yes,No,0,0,0,0,Female/Soldier/Inf_F_62.png
"",Private,Betty,Bice,,Betty,Bice,,,,2994-05-12,Active,Female,Veteran,Soldier,Jump Platoon (Rifle) #2,VTOL Infantry,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,0,1,"1,200 C-Bill",3,Independent,Star's End (Novo Cressidas),2994-05-12,3028-01-01,3028-09-11,,,,No,No,No,N/A,Yes,Yes,No,0,0,0,0,Female/Soldier/Inf_F_13.png
"",Private,Voitto,Tañedo,,Voitto,Tañedo,,,,3008-07-20,Active,Male,Regular,Soldier,Jump Platoon (Rifle) #2,VTOL Infantry,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,0,1,750 C-Bill,2,Draconis Combine,Csesztreg,3008-07-20,3028-01-01,3028-09-11,,,,No,No,No,Yes,N/A,N/A,No,0,0,0,0,Male/Soldier/Inf_M_8.png
"",Private,Mattie,Alba,,Mattie,Alba,,,,3003-12-05,Active,Female,Veteran,Soldier,Jump Platoon (Rifle) #2,VTOL Infantry,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,0,1,"1,200 C-Bill",1,Mercenary,Trell I,3003-12-05,3028-01-01,3028-09-11,,,,No,No,No,Yes,N/A,Yes,No,0,0,0,0,Female/Soldier/Inf_F_19.png
"",Private,Sharla,Pacheco,,Sharla,Pacheco,,,,2999-09-26,Active,Female,Regular,Soldier,Jump Platoon (Rifle) #2,VTOL Infantry,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,4,6,-,-,-,-,-,-,-,-,-,-,-,-,0,1,"1,125 C-Bill",3,Lyran Commonwealth,Maxie's Planet,2999-09-26,3028-01-01,3028-09-11,,,,No,No,No,Yes,N/A,Yes,No,0,0,0,0,Female/Soldier/Inf_F_71.png
"",Private,Sine,Wemyss,,Sine,Wemyss,,,,3007-01-20,Active,Female,Veteran,Soldier,Jump Platoon (Rifle) #2,VTOL Infantry,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,0,1,"1,200 C-Bill",2,Independent,Star's End (Novo Cressidas),3007-01-20,3028-01-01,3028-09-11,,,,No,No,No,N/A,Yes,Yes,No,0,0,0,0,Female/Soldier/Inf_F_38.png
"",Private,Anwa,Furaha,,Anwa,Furaha,,,,2993-10-03,Active,Male,Veteran,Soldier,Jump Platoon (Rifle) #2,VTOL Infantry,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,0,1,"1,200 C-Bill",3,Lyran Commonwealth,Trell I,2993-10-03,3028-01-01,3028-09-11,,,,No,No,No,Yes,N/A,N/A,No,0,0,0,0,Male/Soldier/Inf_M_35.png
"",Private,Jacoba-Cornelia,Keijzer,,Jacoba-Cornelia,Keijzer,,,,3001-10-29,Active,Female,Regular,Soldier,Jump Platoon (Rifle) #2,VTOL Infantry,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,0,1,750 C-Bill,2,Mercenary,Harvest,3001-10-29,3028-01-01,3028-09-11,,,,No,No,No,Yes,N/A,Yes,No,0,0,0,0,Female/Soldier/Inf_F_58.png
"",Private,Chris,Odescalchi,,Chris,Odescalchi,,,,3005-07-01,Active,Male,Regular,Soldier,Jump Platoon (Rifle) #2,VTOL Infantry,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,0,1,750 C-Bill,2,Lyran Commonwealth,Steelton,3005-07-01,3028-01-01,3028-09-11,,,,No,No,No,Yes,N/A,N/A,No,0,0,0,0,Male/Soldier/Inf_M_97.png
"",Private,César,Ortíz,,César,Ortíz,,,,3003-12-27,Active,Male,Veteran,Soldier,Jump Platoon (Rifle) #2,VTOL Infantry,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,0,1,"1,200 C-Bill",3,Mercenary,Maxie's Planet,3003-12-27,3028-01-01,3028-09-11,,,,No,No,No,Yes,N/A,N/A,No,0,0,0,0,Male/Soldier/Inf_M_60.png
"",Private,Janusz,Balzac,,Janusz,Balzac,,,,3004-04-07,Active,Male,Veteran,Soldier,Jump Platoon (Rifle) #2,VTOL Infantry,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,3,5,-,-,-,-,-,-,-,-,-,-,-,-,0,1,"1,800 C-Bill",3,Independent,Star's End (Novo Cressidas),3004-04-07,3028-01-01,3028-09-11,,,,No,No,No,Yes,N/A,N/A,No,0,0,0,0,Male/Soldier/Inf_M_5.png
"",Private,Wlodzimierz,Urakchiev,,Wlodzimierz,Urakchiev,,,,3005-02-07,Active,Male,Regular,Soldier,Jump Platoon (Rifle) #2,VTOL Infantry,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,0,1,750 C-Bill,2,Draconis Combine,Harvest,3005-02-07,3028-01-01,3028-09-11,,,,No,No,No,Yes,N/A,N/A,No,0,0,0,0,Male/Soldier/Inf_M_52.png
"",Petty Officer,Sloan,MacCaw,,Sloan,MacCaw,,,Kaiser,3001-03-07,Active,Female,Regular,Conventional Aircraft Pilot,Boomerang Spotter Plane,Support Forces,-,-/-,-/-,-/-,-/-,-/-,4/4,-/-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,900 C-Bill,3,Mercenary,Verthandi (Norn),3001-03-07,3028-01-01,3028-09-22,,,,No,No,No,Yes,N/A,Yes,No,0,0,0,0,Female/Conventional Aircraft Pilot/ConvPilot_F_13.png
"",,Per,Gaul,,Per,Gaul,,,Loki,3005-02-18,Active,Male,Regular,Mechanic,2 units (480m),-,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,-,-,-,-,-,-,-,-,7,-,-,-,-,-,0,0,800 C-Bill,2,Mercenary,Persistence,3005-02-18,3028-01-01,3028-01-01,,,,No,No,No,Yes,N/A,N/A,No,0,0,0,0,Male/Mechanic/Mechanic_M_13.png
"",,Labid,Abol,,Labid,Abol,,,Brave,2999-01-02,Active,Male,Regular,Mechanic,2 units (170m),-,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,-,-,-,-,-,-,-,-,7,-,-,-,-,-,0,0,800 C-Bill,4,Mercenary,Romulus,2999-01-02,3028-01-01,3028-01-01,,,,No,No,No,Yes,N/A,N/A,No,0,0,0,0,Male/Mechanic/Mechanic_M_14.png
"",,Jung-Ja,Yun,,Jung-Ja,Yun,,,Fuzz,3007-08-16,Active,Female,Regular,Mechanic,2 units (190m),-,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,-,-,-,-,-,-,-,-,7,-,-,-,-,-,0,0,800 C-Bill,0,Mercenary,Chateau,3007-08-16,3028-01-01,3028-01-01,,,,No,No,No,Yes,N/A,Yes,No,0,0,0,0,Female/Mechanic/Mechanic_F_15.png
"",,Ghaaliya,Gul,,Ghaaliya,Gul,,,Wendigo,3004-06-14,Active,Female,Green,Mechanic,Strike Falcon Attack VTOL #3 (140m),-,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,-,-,-,-,-,-,-,-,9,-,-,-,-,-,0,0,480 C-Bill,5,Lyran Commonwealth,Maxie's Planet,3004-06-14,3028-01-01,3028-01-01,,,,No,No,No,Yes,N/A,Yes,No,0,0,0,0,Female/Mechanic/Mechanic_F_23.png
"",,Richelle,Le Gall,,Richelle,Le Gall,,,Wagon,2995-04-21,Active,Female,Elite,Mechanic,Strike Falcon Attack VTOL #4 (140m),-,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,-,-,-,-,-,-,-,-,5,-,-,-,-,-,0,0,"2,560 C-Bill",1,Draconis Combine,Csesztreg,2995-04-21,3028-01-01,3028-01-01,,,,No,No,No,Yes,N/A,Yes,No,0,0,0,0,Female/Mechanic/Mechanic_F_13.png
"",Private,Lindsay,Vlaminks,,Lindsay,Vlaminks,,,Casket,3002-08-10,Active,Female,Veteran,Vehicle Driver,MASH Truck (ICE) [Driver],Non Combat,-,-/-,4/4,4/-,4/-,-/-,-/-,-/-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,"1,440 C-Bill",0,Mercenary,Star's End (Novo Cressidas),3002-08-10,3028-01-01,3028-09-22,,,,No,No,No,Yes,N/A,Yes,No,0,0,0,0,Female/Vehicle Driver/VeeDrvr_F_23.png
"",Private,Ashwin,Wiersma,,Ashwin,Wiersma,,,Ouroboros,3003-10-23,Active,Male,Veteran,Vehicle Gunner,MASH Truck (ICE) [Gunner],Non Combat,-,-/-,3/-,3/-,3/-,-/-,-/-,-/-,-,5,-,-,3,-,-,-,-,-,-,-,-,-,-,0,0,"1,440 C-Bill",5,Mercenary,Winfield,3003-10-23,3028-01-01,3028-09-22,,,,No,No,No,Yes,N/A,N/A,No,0,0,0,0,Male/Vehicle Gunner/VeeGunner_M_18.png
"",,Susan,Wilson,,Susan,Wilson,,,Fuzzy,3006-10-31,Active,Female,Regular,Aerospace Tech,2 units (480m),-,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,-,-,-,-,-,-,-,7,7,-,-,-,-,-,0,0,800 C-Bill,0,Draconis Combine,Harvest,3006-10-31,3028-01-01,3028-01-01,,,,No,No,No,Yes,N/A,Yes,No,0,0,0,0,Female/Mechanic/Mechanic_F_21.png
"",Captain,Euzebia,Harendarski,,Euzebia,Harendarski,,,Xerxes,2994-09-12,Active,Female,Elite,Vessel Pilot,Leopard (Black Swan Mk III) - The Black Swan [Pilot],DropShips,-,-/-,-/-,-/-,-/-,-/-,-/-,2/2,-,5,-,-,4,-,4,-,-,-,-,-,-,-,-,0,3,"3,840 C-Bill",3,Independent,Star's End (Novo Cressidas),2994-09-12,3028-01-01,3028-01-01,,,,No,No,No,N/A,Yes,Yes,No,0,0,0,0,Female/Vessel Pilot/VesPilot_F_6.png
"",Lieutenant SG,Kim-Thanh,Caballero,,Kim-Thanh,Caballero,,,,3001-01-28,Active,Female,Veteran,Vessel Pilot,Leopard (Black Swan Mk III) - The Black Swan [Pilot],DropShips,-,-/-,-/-,-/-,-/-,-/-,-/-,-/4,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,0,3,"1,920 C-Bill",3,Independent,Star's End (Novo Cressidas),3001-01-28,3028-01-01,3028-09-11,,,,No,No,No,N/A,Yes,Yes,No,0,0,0,0,Female/Vessel Pilot/VesPilot_F_2.png
"",Lieutenant JG,Svyatoslav,Efimenko,,Svyatoslav,Efimenko,,,,3003-06-10,Active,Male,Veteran,Vessel Pilot,Leopard (Black Swan Mk III) - The Black Swan [Pilot],DropShips,-,-/-,-/-,-/-,-/-,-/-,-/-,-/4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,3,"1,920 C-Bill",4,Independent,Star's End (Novo Cressidas),3003-06-10,3028-01-01,3028-09-11,,,,No,No,No,Yes,N/A,N/A,No,0,0,0,0,Male/Vessel Pilot/VesPilot_M_3.png
"",Spaceman,Leonhard,Bilh,,Leonhard,Bilh,,,,3001-04-23,Active,Male,Regular,Vessel Gunner,Leopard (Black Swan Mk III) - The Black Swan [Gunner],DropShips,-,-/-,-/-,-/-,-/-,-/-,-/-,4/-,-,4,-,-,1,-,-,-,-,-,-,-,-,-,-,0,5,"1,000 C-Bill",9,Lyran Commonwealth,Trell I,3001-04-23,3028-01-01,3028-09-11,,,,No,No,No,Yes,N/A,N/A,No,0,0,0,0,Male/Vessel Gunner/VesGunner_M_5.png
"",Spaceman,Soo,Mok,,Soo,Mok,,,,2999-01-30,Active,Female,Regular,Vessel Gunner,Leopard (Black Swan Mk III) - The Black Swan [Gunner],DropShips,-,-/-,-/-,-/-,-/-,-/-,-/-,4/-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,3,"1,000 C-Bill",8,Mercenary,Trell I,2999-01-30,3028-01-01,3028-09-11,,,,No,No,No,Yes,N/A,Yes,No,0,0,0,0,Female/Vessel Gunner/VesGunner_F_2.png
"",Spaceman,Dr Naqiyya,Demirtas,Dr,Naqiyya,Demirtas,,,,3005-01-13,Active,Female,Regular,Vessel Gunner,Leopard (Black Swan Mk III) - The Black Swan [Gunner],DropShips,-,-/-,-/-,-/-,-/-,-/-,-/-,4/-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,0,3,"1,000 C-Bill",9,Draconis Combine,Csesztreg,3005-01-13,3028-01-01,3028-09-11,,,,No,No,No,Yes,N/A,Yes,No,0,0,0,0,Female/Vessel Gunner/VesGunner_F_1.png
"",Chief Petty Officer,Hidetada,Kogawa,,Hidetada,Kogawa,,,,3005-08-01,Active,Male,Elite,Vessel Crewmember,Leopard (Black Swan Mk III) - The Black Swan [Crew],DropShips,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,0,3,"3,200 C-Bill",8,Draconis Combine,Harvest,3005-08-01,3028-01-01,3028-09-11,,,,No,No,No,Yes,N/A,N/A,No,0,0,0,0,Male/Vessel Crewmember/VesCrew_M_1.png
"",Petty Officer,Dr Celestino,Pixeiro,Dr,Celestino,Pixeiro,,,,3004-10-07,Active,Male,Elite,Vessel Crewmember/Doctor,Leopard (Black Swan Mk III) - The Black Swan [Crew],DropShips,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,4,-,-,-,-,-,-,-,-,-,7,-,-,-,0,3,"4,400 C-Bill",3,Independent,Star's End (Novo Cressidas),3004-10-07,3028-01-01,3028-09-11,,,,No,No,No,Yes,N/A,N/A,No,0,0,0,0,Male/Vessel Crewmember/VesCrew_M_5.png
"",Private,Keli,Yoshimura,,Keli,Yoshimura,,,,3000-07-20,Active,Male,Regular,Vehicle Driver,Heavy BattleMech Recovery Vehicle [Driver],Non Combat,-,-/-,4/5,4/-,4/-,-/-,-/-,-/-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,0,0,900 C-Bill,3,Draconis Combine,Harvest,3000-07-20,3028-01-01,3028-09-22,,,,No,No,No,Yes,N/A,N/A,No,0,0,0,0,Male/Vehicle Driver/VeeDrvr_M_6.png
"",Private,Axelia,Papoulias,,Axelia,Papoulias,,,,3003-06-20,Active,Female,Regular,Vehicle Gunner,Heavy BattleMech Recovery Vehicle [Gunner],Non Combat,-,-/-,4/-,4/-,4/-,-/-,-/-,-/-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,900 C-Bill,4,Independent,Star's End (Novo Cressidas),3003-06-20,3028-01-01,3028-09-22,,,,No,No,No,Yes,N/A,Yes,No,0,0,0,0,Female/Vehicle Gunner/VeeGunner_F_8.png
"",Private,Bridget,Peltonen,,Bridget,Peltonen,,,,3004-10-12,Active,Female,Regular,Vehicle Gunner,Heavy BattleMech Recovery Vehicle [Gunner],Non Combat,-,-/-,4/-,4/-,4/-,-/-,-/-,-/-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,900 C-Bill,3,Draconis Combine,Harvest,3004-10-12,3028-01-01,3028-09-22,,,,No,No,No,Yes,N/A,Yes,No,0,0,0,0,Female/Vehicle Gunner/VeeGunner_F_3.png
"",Private,Anna-Katrijna,Uhl,,Anna-Katrijna,Uhl,,,,2991-11-12,Active,Female,Regular,Vehicle Gunner,Heavy BattleMech Recovery Vehicle [Gunner],Non Combat,-,-/-,4/-,4/-,4/-,-/-,-/-,-/-,-,5,-,4,-,-,-,-,-,-,-,-,-,-,-,0,0,900 C-Bill,3,Draconis Combine,Harvest,2991-11-12,3028-01-01,3028-09-22,,,,No,No,No,Yes,N/A,Yes,No,0,0,0,0,Female/Vehicle Gunner/VeeGunner_F_17.png
"",Private,Howard,Kimber,,Howard,Kimber,,,,2997-01-18,Active,Male,Regular,Vehicle Gunner,Heavy BattleMech Recovery Vehicle [Gunner],Non Combat,-,-/-,4/-,4/-,4/-,-/-,-/-,-/-,-,-,-,4,-,-,-,-,-,-,-,-,-,-,-,0,0,900 C-Bill,4,Lyran Commonwealth,Persistence,2997-01-18,3028-01-01,3028-09-22,,,,No,No,No,Yes,N/A,N/A,No,0,0,0,0,Male/Vehicle Gunner/VeeGunner_M_7.png
"",,Hunter,Dotson,,Hunter,Dotson,,,Toro,3004-10-24,Active,Male,Regular,Mechanic,Partisan Heavy Tank #2 (360m),-,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,-,-,-,-,-,-,-,-,7,-,-,-,-,-,0,0,800 C-Bill,1,Draconis Combine,Verthandi (Norn),3004-10-24,3028-01-01,3028-01-01,,,,No,No,No,Yes,N/A,N/A,No,0,0,0,0,Male/Mechanic/Mechanic_M_12.png
"",,Mitya,Chien,,Mitya,Chien,,,,3001-10-18,Active,Female,Veteran,Mechanic,Heavy BattleMech Recovery Vehicle (300m),-,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,-,-,-,-,-,-,-,-,6,-,-,-,-,-,0,0,"1,280 C-Bill",0,Mercenary,Persistence,3001-10-18,3028-01-01,3028-01-01,,,,No,No,No,Yes,N/A,Yes,No,0,0,0,0,Female/Mechanic/Mechanic_F_2.png
"",,Abdul,Remexido,,Abdul,Remexido,,,,3007-03-05,Active,Male,Green,Mechanic,LRM Carrier (300m),-,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,-,-,-,-,-,-,-,-,9,-,-,-,-,-,0,0,480 C-Bill,1,Mercenary,Toland,3007-03-05,3028-01-01,3028-01-01,,,,No,No,No,Yes,N/A,N/A,No,0,0,0,0,Male/Aerospace Tech/AeroTech_M_19.png
"",,Vasquo,Grimlot,,Vasquo,Grimlot,,,,3005-01-30,Active,Male,Elite,Admin/HR,-,-,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,-,-,-,-,-,-,-,-,-,-,-,5,-,-,0,0,"1,600 C-Bill",5,Draconis Combine,Csesztreg,3005-01-30,3028-01-01,3028-01-01,,,,No,No,No,Yes,N/A,N/A,No,0,0,0,0,Male/Admin/HR/Adm_HR_M_3.png
"",,Nicolette,Kartosuwiryo,,Nicolette,Kartosuwiryo,,,,3003-07-29,Active,Female,Elite,Admin/HR,-,-,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,-,-,-,-,-,-,-,-,-,-,-,5,-,-,0,0,"1,600 C-Bill",5,Independent,Star's End (Novo Cressidas),3003-07-29,3028-01-01,3028-01-01,,,,No,No,No,Yes,N/A,Yes,No,0,0,0,0,Female/Admin/HR/Adm_HR_F_3.png
"",,Rosie,Kenton,,Rosie,Kenton,,,,3007-09-14,Active,Female,Elite,Admin/HR,-,-,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,-,-,-,-,-,-,-,-,-,-,-,5,-,-,0,0,"1,600 C-Bill",4,Lyran Commonwealth,Persistence,3007-09-14,3028-01-01,3028-01-01,,,,No,No,No,Yes,N/A,Yes,No,0,0,0,0,Female/Admin/HR/Adm_HR_F_5.png
"",,Radhi,Akua,,Radhi,Akua,,,,2999-08-18,Active,Male,Veteran,Admin/HR,-,-,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,-,-,-,-,-,-,-,-,-,-,-,6,-,-,0,0,800 C-Bill,4,Mercenary,Chateau,2999-08-18,3028-01-01,3028-01-01,,,,No,No,No,N/A,Yes,N/A,No,0,0,0,0,Male/Admin/HR/Adm_HR_M_5.png
"",,Christian,Capano,,Christian,Capano,,,,3006-07-11,Active,Male,Elite,Admin/HR,-,-,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,-,-,-,-,-,-,-,-,-,-,-,5,-,-,0,0,"1,600 C-Bill",4,Mercenary,Star's End (Novo Cressidas),3006-07-11,3028-01-01,3028-01-01,,,,No,No,No,Yes,N/A,N/A,No,0,0,0,0,Male/Admin/HR/Adm_HR_M_4.png
"",,Lance,Gill,,Lance,Gill,,,,3001-04-02,Active,Male,Elite,Admin/HR,-,-,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,-,-,-,-,-,-,-,-,-,-,-,5,-,-,0,0,"1,600 C-Bill",5,Lyran Commonwealth,Persistence,3001-04-02,3028-01-01,3028-01-01,,,,No,No,No,Yes,N/A,N/A,No,0,0,0,0,Male/Admin/HR/Adm_HR_M_2.png
"",,Fela,Corsie,,Fela,Corsie,,,,3007-10-02,Active,Female,Elite,Admin/HR,-,-,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,-,-,-,-,-,-,-,-,-,-,-,5,-,-,0,0,"1,600 C-Bill",2,Independent,Star's End (Novo Cressidas),3007-10-02,3028-01-01,3028-01-01,,,,No,No,No,Yes,N/A,Yes,No,0,0,0,0,Female/Admin/HR/Adm_HR_F_6.png
"",,Brendan,Borton,,Brendan,Borton,,,,3000-01-19,Active,Male,Elite,Admin/HR,-,-,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,-,-,-,-,-,-,-,-,-,-,-,5,-,-,0,0,"1,600 C-Bill",9,Independent,Star's End (Novo Cressidas),3000-01-19,3028-01-01,3028-01-01,,,,No,No,No,Yes,N/A,N/A,No,0,0,0,0,Male/Admin/HR/Adm_HR_M_1.png
"",,Hypatia,Brendel,,Hypatia,Brendel,,,,3006-07-12,Active,Female,Elite,Admin/HR,-,-,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,-,-,-,-,-,-,-,-,-,-,-,5,-,-,0,0,"1,600 C-Bill",2,Lyran Commonwealth,Persistence,3006-07-12,3028-01-01,3028-01-01,,,,No,No,No,Yes,N/A,Yes,No,0,0,0,0,Female/Admin/HR/Adm_HR_F_4.png
"",,Yasuhiro,Kouki,,Yasuhiro,Kouki,,,,2999-12-06,Active,Male,Elite,Admin/HR,-,-,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,-,-,-,-,-,-,-,-,-,-,-,5,-,-,0,0,"1,600 C-Bill",4,Mercenary,Harvest,2999-12-06,3028-01-01,3028-01-01,,,,No,No,No,Yes,N/A,N/A,No,0,0,0,0,None
"",,Kuang-an,Wen,,Kuang-an,Wen,,,,3007-01-24,Active,Male,Veteran,Admin/HR,-,-,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,-,-,-,-,-,-,-,-,-,-,-,6,-,-,0,0,800 C-Bill,3,Lyran Commonwealth,Winfield,3007-01-24,3028-01-01,3028-01-01,,,,No,No,No,Yes,N/A,N/A,No,0,0,0,0,None
"",,Christyn,Brouwers,,Christyn,Brouwers,,,,2999-04-16,Active,Female,Elite,Admin/HR,-,-,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,-,-,-,-,-,-,-,-,-,-,-,5,-,-,0,0,"1,600 C-Bill",5,Mercenary,Persistence,2999-04-16,3028-01-01,3028-01-01,,,,No,No,No,Yes,N/A,Yes,No,0,0,0,0,Female/Admin/HR/Adm_HR_F_2.png
"",,Dayo,Mudrik,,Dayo,Mudrik,,,,2997-01-11,Active,Female,Elite,Admin/HR,-,-,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,-,-,-,-,-,-,-,-,-,-,-,5,-,-,0,0,"1,600 C-Bill",12,Independent,Star's End (Novo Cressidas),2997-01-11,3028-01-01,3028-01-01,,,,No,No,No,Yes,N/A,Yes,No,0,0,1,0,Female/Admin/HR/Adm_HR_F_1.png
