Person,Rank,First Name,Last Name,Pre-Nominal,Given Name,Surname,Bloodname,Post-Nominal,Callsign,Age,Status,Gender,Skill Level,Profession,Unit Assignment,Force,Deployed,Mek,Vehicle,Naval,VTOL,Aero,Aircraft,Vessel,Battle Armour,Small Arms,Anti-Mek,Artillery,Tactics,Strategy,Leadership,Tech/Mek,Tech/Aero,Mechanic,Tech/BA,Tech/Vessel,Medical,Admin,Negotiation,Scrounge,Injuries,Kills,Salary,XP,Origin Faction,Origin Planet,Birthday,Recruitment Date,Last Rank Change,Due Date,Retirement Date,Death Date,Commander,Founder,Clan Personnel,Interested in Marriage,Divorceable,Interested in Children,Excluded from Random Death,Toughness,Connections,Wealth,Reputation,Unlucky,Fatigue,Edge,SPA Count,Implant Count,Loyalty,Education,Aggression,Ambition,Greed,Social,Reasoning,Strength,Body,Reflexes,Dexterity,Intelligence,Willpower,Charisma
"",Corporal,Mary,Thommana,,Mary,Thommana,,,,3131-01-05,Active,Female,Green,Admin/Transport,-,-,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,-,-,0,0,585 C-Bill,2,Mercenary,Keid,3131-01-05,3151-05-13,3151-05-13,,,,No,No,No,Yes,N/A,Yes,No,0,0,0,0,0,0,0,0,0,13,High School,None (-),None (-),Insatiable (-),None (-),12,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Corporal,Sonia,Sukarno,,Sonia,Sukarno,,,,3128-01-16,Active,Female,Green,Admin/HR,-,-,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,-,-,0,0,585 C-Bill,2,Mercenary,Graham IV,3128-01-16,3151-05-13,3151-05-13,,,,No,No,No,Yes,N/A,Yes,No,0,0,0,0,0,0,0,0,0,11,High School,None (-),None (-),Avaricious (-),Neglectful (-),12,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Bondsman,Nadezhda,Merkurov,,Nadezhda,Merkurov,,,,3133-11-29,Active,Female,Veteran,Battle Armor Pilot,-,-,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,1,7,7,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0 C-Bill,0,Independent,Machida,3133-11-29,3151-06-08,3151-06-08,,,,No,No,No,Yes,N/A,No,No,0,0,0,0,0,-1,0,0,0,11,High School,None (-),None (-),None (-),None (-),10,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Bondsman,Seoh-Ling,,,Seoh-Ling,,,,,3135-06-01,Active,Female,Veteran,Trueborn MekWarrior,Black Hawk (Nova) C,-,-,4/3,-/-,-/-,-/-,-/-,-/-,-/-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0 C-Bill,0,Clan Jade Falcon,Twycross,3135-06-01,3151-06-08,3151-06-08,,,,No,No,Yes,Yes,N/A,No,No,0,0,0,0,0,-3,0,0,0,9,High School,None (-),None (-),None (-),None (-),10,5 / 8,5 / 8,5 / 9,5 / 9,5 / 8,5 / 8,5 / 9
"",Bondsman,Leif,Hedmark,,Leif,Hedmark,,,,3133-12-26,Active,Male,Regular,Battle Armor Pilot,-,-,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,3,-,7,-,8,8,-,-,-,-,-,-,-,-,-,-,0,0,0 C-Bill,0,Independent,Machida,3133-12-26,3151-06-08,3151-06-08,,,,No,No,No,Yes,N/A,N/A,No,0,0,0,0,0,0,0,0,0,4,Early Childhood,None (-),None (-),None (-),None (-),9,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Bondsman,Heiko,,,Heiko,,,,,3131-07-17,Active,Male,Regular,Trueborn Aerospace Pilot,-,-,-,-/-,-/-,-/-,-/-,5/5,-/-,-/-,-,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0 C-Bill,0,Clan Jade Falcon,Blue Hole,3131-07-17,3151-06-08,3151-06-08,,,,No,No,Yes,Yes,N/A,N/A,No,0,0,0,0,0,-2,0,0,0,11,High School,None (-),Strategic (+),None (-),None (-),12,5 / 7,5 / 7,5 / 9,5 / 9,5 / 9,5 / 8,5 / 8
"",Bondsman,Malone,,,Malone,,,,Rawhide,3119-07-30,Active,Male,Elite,Trueborn Aerospace Pilot,-,-,-,-/-,-/-,-/-,-/-,3/3,-/-,-/-,-,-,-,-,-,-,6,-,-,-,-,-,-,-,-,-,0,0,0 C-Bill,0,Clan Jade Falcon,Bountiful Harvest,3119-07-30,3151-06-08,3151-06-08,,,,No,No,Yes,Yes,N/A,N/A,No,0,0,0,0,0,-4,0,0,0,6,High School,None (-),None (-),Insatiable (-),None (-),12,5 / 7,5 / 7,5 / 9,5 / 9,5 / 9,5 / 8,5 / 8
"",Bondsman,Taua,,,Taua,,,,,3134-12-21,Active,Male,Regular,Freeborn MekWarrior,-,-,-,4/6,-/-,-/-,-/-,-/-,-/-,-/-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0 C-Bill,0,Independent,Machida,3134-12-21,3151-06-10,3151-06-10,,,,No,No,Yes,Yes,N/A,N/A,No,0,0,0,0,0,-2,0,0,0,11,High School,None (-),None (-),Fraudulent (-),None (-),13,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Bondsman,Patrício,,,Patrício,,,,,3135-04-11,Active,Male,Veteran,Freeborn MekWarrior,-,-,-,4/4,-/-,-/-,-/-,-/-,-/-,-/-,-,5,-,-,7,-,-,-,-,-,-,-,-,-,-,-,0,0,0 C-Bill,0,Mercenary,Medellin,3135-04-11,3151-06-10,3151-06-10,,,,No,No,Yes,Yes,N/A,N/A,No,0,0,0,0,0,-3,0,0,0,8,High School,None (-),None (-),Insatiable (-),None (-),12,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Bondsman,Lissandra,,,Lissandra,,,,,3134-11-11,Active,Female,Regular,Freeborn MekWarrior,-,-,-,4/5,-/-,-/-,-/-,-/-,-/-,-/-,-,7,-,7,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0 C-Bill,0,Mercenary,Annunziata,3134-11-11,3151-06-10,3151-06-10,,,,No,No,Yes,No,N/A,No,No,0,0,0,0,0,-2,0,0,0,9,High School,None (-),None (-),None (-),None (-),12,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Bondsman,Falconer Jarsel,,Falconer,Jarsel,,,,,3109-03-11,Active,Female,Elite,Trueborn MekWarrior,-,-,-,2/2,-/-,-/-,-/-,-/-,-/-,-/-,-,3,-,6,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0 C-Bill,0,Clan Jade Falcon,Parakoila,3109-03-11,3151-06-10,3151-06-10,,,,No,No,Yes,Yes,N/A,No,No,0,0,0,0,0,-4,0,0,0,9,High School,None (-),None (-),None (-),Inspiring (+),12,5 / 8,5 / 8,5 / 9,5 / 9,5 / 8,5 / 8,5 / 9
"",,Sarah,,,Sarah,,,,,3123-01-10,Active,Female,Regular,Freeborn Doctor,-,-,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,-,-,-,-,-,-,-,-,-,-,-,6,-,-,-,0,0,750 C-Bill,0,Clan Jade Falcon,Deia,3123-01-10,3151-06-24,3151-06-24,,,,No,No,Yes,Yes,N/A,Yes,No,0,0,0,0,0,-2,0,1,0,14,College,None (-),Focused (+),None (-),None (-),12,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
