Person,Rank,First Name,Last Name,Pre-Nominal,Given Name,Surname,Bloodname,Post-Nominal,Callsign,Age,Status,Gender,Skill Level,Profession,Unit Assignment,Force,Deployed,Mek,Vehicle,Naval,VTOL,Aero,Aircraft,Vessel,Battle Armour,Small Arms,Anti-Mek,Artillery,Tactics,Strategy,Leadership,Tech/Mek,Tech/Aero,Mechanic,Tech/BA,Tech/Vessel,Medical,Admin,Negotiation,Scrounge,Injuries,Kills,Salary,XP,Origin Faction,Origin Planet,Birthday,Recruitment Date,Last Rank Change,Due Date,Retirement Date,Death Date,Commander,Founder,Clan Personnel,Interested in Marriage,Divorceable,Interested in Children,Excluded from Random Death,Toughness,Connections,Wealth,Reputation,Unlucky,Fatigue,Edge,SPA Count,Implant Count,Loyalty,Education,Aggression,Ambition,Greed,Social,Reasoning,Strength,Body,Reflexes,Dexterity,Intelligence,Willpower,Charisma
"",Lieutenant JG,Migen,Mar,,Migen,Mar,,,Dark,3000-08-09,Active,Male,Regular,Aerospace Pilot,Lightning LTN-G15,AeroSpace Striker Squadron,-,-/-,-/-,-/-,-/-,4/5,-/-,-/-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,2,"1,995 C-Bill",59,Mercenary,Harvest,3000-08-09,3028-11-14,3029-07-01,,,,No,No,No,Yes,N/A,N/A,No,0,0,0,0,0,0,1,0,0,9,Early Childhood,None (-),Opportunistic (+),None (-),None (-),12,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Corporal,Jelena,Yamamoto,,Jelena,Yamamoto,,,Chosen,3002-10-01,Killed in Action,Female,Green,Vehicle Gunner,-,-,-,-/-,5/-,5/-,5/-,-/-,-/-,-/-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,1,632 C-Bill,26,Mercenary,Verthandi (Norn),3002-10-01,3028-11-16,3029-12-11,,,3030-09-19,No,No,No,Yes,N/A,Yes,N/A,0,0,0,0,0,0,1,0,0,9,Early Childhood,None (-),Strategic (+),None (-),None (-),12,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Private,Perlita,Vagharshian,,Perlita,Vagharshian,,,Camel,2997-09-13,Killed in Action,Female,Regular,Vehicle Driver,-,-,-,-/-,4/5,4/-,4/-,-/-,-/-,-/-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,747 C-Bill,10,Mercenary,New Caledonia,2997-09-13,3028-11-16,3028-11-16,,,3029-07-01,No,No,No,Yes,N/A,Yes,N/A,0,0,0,0,0,0,1,0,0,9,Early Childhood,None (-),None (-),Exploitative (-),None (-),12,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Lieutenant JG,Shawna,Kaikeapona,,Shawna,Kaikeapona,,,Lite,3004-09-21,Active,Female,Veteran,Vehicle Driver,Mobile Long Tom Artillery LT-MOB-25 (Ammunition Carriage) [Driver],Foxtrot Artillery Team,-,-/-,4/4,4/-,4/-,-/-,-/-,-/-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,"1,915 C-Bill",19,Draconis Combine,Alleghe,3004-09-21,3028-11-16,3029-12-11,,,,No,No,No,Yes,N/A,Yes,No,0,0,0,0,0,-1,1,0,0,9,Early Childhood,Fearless (+),None (-),None (-),None (-),12,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Private,Nilüfer,Cisouw,,Nilüfer,Cisouw,,,Workhorse,3005-02-06,On Maternity Leave,Female,Green,Vehicle Gunner,-,-,-,-/-,5/8,5/-,5/-,-/-,-/-,-/-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,448 C-Bill,18,Mercenary,The Edge,3005-02-06,3028-11-17,3031-02-26,3031-10-09,,,No,No,No,N/A,Yes,Yes,No,0,0,0,0,0,0,1,0,0,9,Early Childhood,None (-),None (-),None (-),Blunt (-),12,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Private,Binta,Ortíz,,Binta,Ortíz,,,Slab,3003-01-06,Killed in Action,Female,Veteran,Vehicle Gunner,-,-,-,-/-,3/-,3/-,3/-,-/-,-/-,-/-,-,4,-,-,8,-,-,-,-,-,-,-,-,-,-,-,0,1,"1,195 C-Bill",21,Mercenary,Rodigo,3003-01-06,3028-11-17,3029-12-11,,,3030-09-19,No,No,No,N/A,Yes,Yes,N/A,0,0,0,0,0,-1,1,0,0,9,Early Childhood,None (-),None (-),Insightful (+),None (-),12,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Private,Mai-Sie,Sen,,Mai-Sie,Sen,,,Rain Bird,3006-05-28,Active,Female,Green,Vehicle Driver,Mobile Long Tom Artillery LT-MOB-25 (Support Carriage) [Driver],Foxtrot Artillery Team,-,-/-,4/6,4/-,4/-,-/-,-/-,-/-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,448 C-Bill,28,Mercenary,Kirchbach,3006-05-28,3028-11-18,3029-12-11,,,,No,No,No,Yes,N/A,Yes,No,0,0,0,0,0,0,1,0,0,9,Early Childhood,Daring (+),None (-),None (-),None (-),12,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Corporal,Everton,Hayhurst,,Everton,Hayhurst,,,Danae,3003-01-08,Killed in Action,Male,Regular,Vehicle Gunner,-,-,-,-/-,4/-,4/-,4/-,-/-,-/-,-/-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,"1,053 C-Bill",26,Mercenary,Liezen,3003-01-08,3028-11-20,3029-12-11,,,3030-09-19,No,No,No,Yes,N/A,N/A,N/A,0,0,0,0,0,0,1,0,0,9,Early Childhood,None (-),None (-),Self-Serving (-),None (-),12,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Private,Trevor,Zimmermann,,Trevor,Zimmermann,,,Retcon,3004-02-09,Active,Male,Regular,Vehicle Gunner,Mobile Long Tom Artillery LT-MOB-25 [Gunner],Foxtrot Artillery Team,-,-/-,5/-,5/-,5/-,-/-,-/-,-/-,-,5,-,4,-,-,-,-,-,-,-,-,-,-,-,-,0,0,747 C-Bill,26,Mercenary,Lovinac,3004-02-09,3028-11-20,3029-12-11,,,,No,No,No,N/A,Yes,N/A,No,0,0,0,0,0,0,1,0,0,9,Early Childhood,None (-),None (-),None (-),Untrustworthy (-),12,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Private,Larry,Khamisi,,Larry,Khamisi,,,Chicken,3005-06-19,Active,Male,Green,VTOL Pilot,Warrior Attack Helicopter H-7A [Driver],Delta VTOL Airbourne Cavalry Lance,-,-/-,5/-,5/-,5/6,-/-,-/-,-/-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,448 C-Bill,21,Draconis Combine,New Caledonia,3005-06-19,3028-11-22,3031-02-26,,,,No,No,No,N/A,Yes,N/A,No,0,0,0,0,0,0,1,0,0,8,Early Childhood,None (-),Ambitious (+),None (-),None (-),12,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Corporal,Yen-Phan,Efimenko,,Yen-Phan,Efimenko,,,Cushion,3005-09-21,Active,Female,Regular,Vehicle Gunner,Manticore Heavy Tank [Gunner],Bravo Armoued Battle Lance,-,-/-,4/7,4/-,4/-,-/-,-/-,-/-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,2,"1,053 C-Bill",31,Mercenary,St. John,3005-09-21,3028-11-22,3029-12-11,,,,No,No,No,N/A,Yes,Yes,No,0,0,0,0,0,0,1,0,0,9,Early Childhood,None (-),None (-),None (-),None (-),12,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Private,Elmar,Grini-Hrusovsky,,Elmar,Grini-Hrusovsky,,,Chainsaw,3008-07-13,Active,Male,Green,Vehicle Gunner,Manticore Heavy Tank [Gunner],Bravo Armoued Battle Lance,-,-/-,5/7,5/-,5/-,-/-,-/-,-/-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,2,448 C-Bill,25,Lyran Commonwealth,Chateau,3008-07-13,3028-11-22,3028-12-07,,,,No,No,No,Yes,N/A,N/A,No,0,0,0,0,0,0,1,0,0,9,Early Childhood,None (-),Persistent (+),None (-),None (-),12,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Petty Officer,Valeria,Garavini,,Valeria,Garavini,,,Marmoset,3002-11-05,Active,Female,Regular,Aerospace Pilot,Stingray F-90,AeroSpace Striker Squadron,-,-/-,-/-,-/-,-/-,4/5,-/-,-/-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,1,"1,755 C-Bill",50,Draconis Combine,Bruben,3002-11-05,3028-11-22,3029-07-01,,,,No,No,No,Yes,N/A,Yes,No,0,0,0,0,0,0,1,0,0,9,Early Childhood,None (-),None (-),None (-),None (-),12,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Technicians Mate,Kiefer,Kruyer,,Kiefer,Kruyer,,,Scimitar,3007-02-10,Active,Male,Green,Admin/Logistical,-,-,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,-,-,0,0,201 C-Bill,31,Mercenary,St. John,3007-02-10,3028-11-22,3031-02-24,,,,No,No,No,Yes,N/A,N/A,No,0,0,0,0,0,0,0,0,0,9,Early Childhood,None (-),None (-),Exploitative (-),None (-),12,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Technicians Mate,Silje,Thornom,,Silje,Thornom,,,Wildebeest,3008-11-25,Active,Female,Green,Admin/HR,-,-,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,-,-,0,0,201 C-Bill,43,Mercenary,Verthandi (Norn),3008-11-25,3028-11-22,3031-02-24,,,,No,No,No,N/A,Yes,Yes,No,0,0,0,0,0,0,0,0,0,9,Early Childhood,None (-),None (-),None (-),None (-),12,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Sergeant,Salihah,Ayyub,,Salihah,Ayyub,,,Killjoy,2994-07-03,Killed in Action,Female,Elite,VTOL Pilot,-,-,-,-/-,2/-,2/-,2/3,-/-,-/-,-/-,-,-,-,-,6,-,-,-,-,-,-,-,-,-,-,-,0,0,"5,270 C-Bill",7,Draconis Combine,Kirchbach,2994-07-03,3028-11-23,3029-12-10,,,3030-09-19,No,No,No,Yes,N/A,Yes,N/A,0,0,0,0,0,-2,1,0,0,9,Early Childhood,Assertive (+),None (-),None (-),None (-),12,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Private,Vladimir,Mishukov,,Vladimir,Mishukov,,,Kingmaker,3000-06-28,Active,Male,Green,Vehicle Gunner,Maxim Heavy Hover Transport [Gunner],Delta Transport Lance (Hover),-,-/-,5/7,5/-,5/-,-/-,-/-,-/-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,1,448 C-Bill,11,Draconis Combine,Kirchbach,3000-06-28,3028-11-23,3031-02-15,,,,No,No,No,N/A,Yes,N/A,No,0,0,0,0,0,0,1,0,0,9,Early Childhood,None (-),None (-),None (-),Encouraging (+),12,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Corporal,Sbahat,Mohmand,,Sbahat,Mohmand,,,Albion,3003-10-07,Active,Female,Regular,Vehicle Gunner,Partisan Heavy Tank (LRM) [Gunner],Alpha Armoued Direct Fire Lance,-,-/-,4/-,4/-,4/-,-/-,-/-,-/-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,"1,053 C-Bill",34,Mercenary,Chateau,3003-10-07,3028-11-24,3029-12-11,,,,No,No,No,Yes,N/A,Yes,No,0,0,0,0,0,0,1,0,0,9,Early Childhood,None (-),None (-),None (-),None (-),12,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Private,Yrjänä,Matsuo,,Yrjänä,Matsuo,,,Skeet,2997-10-14,Active,Male,Regular,Vehicle Gunner,Partisan Heavy Tank (LRM) [Gunner],Alpha Armoued Direct Fire Lance,-,-/-,4/8,4/-,4/-,-/-,-/-,-/-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,747 C-Bill,20,Draconis Combine,Liezen,2997-10-14,3028-11-24,3029-12-11,,,,No,No,No,Yes,N/A,N/A,No,0,0,0,0,0,0,1,0,0,9,Early Childhood,None (-),None (-),Unprincipled (-),None (-),12,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Lieutenant JG,Adonis,Yun,,Adonis,Yun,,,Star,2999-06-27,Active,Male,Veteran,Vehicle Driver,Manticore Heavy Tank [Driver],Bravo Armoued Battle Lance,-,-/-,3/4,3/-,3/-,-/-,-/-,-/-,-,4,-,-,8,-,-,-,-,-,-,-,-,-,-,-,0,2,"1,915 C-Bill",46,Mercenary,St. John,2999-06-27,3028-11-25,3029-12-11,,,,No,No,No,N/A,Yes,N/A,No,0,0,0,0,0,-1,1,0,0,9,Early Childhood,None (-),None (-),None (-),Sincere (+),12,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Sergeant,Alex,DeVito,,Alex,DeVito,,,Bashful,3006-07-16,Active,Male,Regular,Vehicle Driver,Partisan Heavy Tank (LRM) [Driver],Alpha Armoued Direct Fire Lance,-,-/-,4/5,4/-,4/-,-/-,-/-,-/-,-,5,-,-,8,-,-,-,-,-,-,-,-,-,-,-,0,0,"1,647 C-Bill",43,Mercenary,Bruben,3006-07-16,3028-11-27,3029-12-10,,,,No,No,No,Yes,N/A,N/A,No,0,0,0,0,0,0,1,0,0,9,Early Childhood,Determined (+),None (-),None (-),None (-),12,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Private,Sawae,Miyazaki,,Sawae,Miyazaki,,,Birdhand,3001-10-11,Active,Female,Regular,Vehicle Gunner,Partisan Heavy Tank (LRM) [Gunner],Alpha Armoued Direct Fire Lance,-,-/-,4/8,4/-,4/-,-/-,-/-,-/-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,747 C-Bill,19,Mercenary,Verthandi (Norn),3001-10-11,3028-11-28,3029-12-11,,,,No,No,No,Yes,N/A,Yes,No,0,0,0,0,0,0,1,0,0,7,Early Childhood,None (-),Arrogant (-),None (-),None (-),12,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Private,Natsumi,Maes,,Natsumi,Maes,,,Madman,3007-02-02,Killed in Action,Female,Green,VTOL Pilot,-,-,-,-/-,5/-,5/-,5/6,-/-,-/-,-/-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,448 C-Bill,0,Draconis Combine,The Edge,3007-02-02,3028-11-28,3029-07-01,,,3028-12-07,No,No,No,Yes,N/A,Yes,N/A,0,0,0,0,0,0,0,0,0,9,Early Childhood,None (-),None (-),None (-),Apathetic (-),16,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Corporal,Madeline,Mahsud Khel,,Madeline,Mahsud Khel,,,Jaguar,2996-03-11,Active,Female,Regular,Vehicle Driver,Mobile Long Tom Artillery LT-MOB-25 [Driver],Foxtrot Artillery Team,-,-/-,4/5,4/-,4/-,-/-,-/-,-/-,-,-,-,-,8,-,-,-,-,-,-,-,-,-,-,-,0,0,"1,053 C-Bill",34,Mercenary,Alleghe,2996-03-11,3028-11-30,3029-12-11,,,,No,No,No,Yes,N/A,Yes,No,0,0,0,0,0,0,1,0,0,9,Early Childhood,None (-),None (-),None (-),None (-),12,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Private,Ameena,Fauzi,,Ameena,Fauzi,,,Crook,2992-09-04,Active,Female,Veteran,Vehicle Gunner,Partisan Heavy Tank (LRM) [Gunner],Alpha Armoued Direct Fire Lance,-,-/-,3/8,3/-,3/-,-/-,-/-,-/-,-,4,-,-,8,-,-,-,-,-,-,-,-,-,-,-,0,0,"1,195 C-Bill",18,Mercenary,Harvest,2992-09-04,3028-12-07,3029-12-11,,,,No,No,No,Yes,N/A,Yes,No,0,0,0,0,0,-1,1,0,0,9,Early Childhood,None (-),None (-),None (-),None (-),16,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Private,Wardiyya,bin Nasser,,Wardiyya,bin Nasser,,,Muse,2995-04-21,Active,Female,Regular,Vehicle Gunner,Partisan Heavy Tank (LRM) [Gunner],Alpha Armoued Direct Fire Lance,-,-/-,4/8,4/-,4/-,-/-,-/-,-/-,-,5,-,-,8,-,-,-,-,-,-,-,-,-,-,-,0,0,747 C-Bill,19,Mercenary,The Edge,2995-04-21,3028-12-07,3029-12-11,,,,No,No,No,Yes,N/A,Yes,No,0,0,0,0,0,0,1,0,0,9,Early Childhood,None (-),None (-),None (-),None (-),10,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Private,Chantal,Myrland,,Chantal,Myrland,,,Postie,3004-05-27,Killed in Action,Female,Regular,Vehicle Gunner,-,-,-,-/-,5/-,5/-,5/-,-/-,-/-,-/-,-,5,-,4,-,-,-,-,-,-,-,-,-,-,-,-,0,0,747 C-Bill,0,Draconis Combine,Csesztreg,3004-05-27,3028-12-07,3029-07-01,,,3028-12-07,No,No,No,Yes,N/A,Yes,N/A,0,0,0,0,0,0,0,0,0,9,Early Childhood,None (-),None (-),None (-),None (-),12,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Private,Alicia,Heppell,,Alicia,Heppell,,,Orbit,3006-04-02,Active,Female,Green,Vehicle Gunner,Warrior Attack Helicopter H-7A [Gunner],Delta VTOL Airbourne Cavalry Lance,-,-/-,5/8,5/-,5/-,-/-,-/-,-/-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,448 C-Bill,24,Draconis Combine,New Caledonia,3006-04-02,3028-12-07,3031-02-26,,,,No,No,No,Yes,N/A,Yes,No,0,0,0,0,0,0,1,0,0,9,Early Childhood,None (-),None (-),None (-),Encouraging (+),12,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Private,Lisa,bin Wajeeh,,Lisa,bin Wajeeh,,,Batfish,3004-11-20,Killed in Action,Female,Green,MekWarrior,-,-,-,5/6,-/-,-/-,-/-,-/-,-/-,-/-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,747 C-Bill,20,Draconis Combine,New Caledonia,3004-11-20,3028-12-07,3029-01-05,,,3029-07-01,No,No,No,Yes,N/A,Yes,N/A,0,0,0,0,0,0,1,0,0,9,Early Childhood,Reckless (-),None (-),None (-),None (-),12,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Corporal,Elena,Milcu,,Elena,Milcu,,,Red Star,3005-02-14,Active,Female,Regular,Soldier,Foot Platoon (Laser Marine),Delta Security Company (Infantry),-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,"1,123 C-Bill",25,Mercenary,St. John,3005-02-14,3028-12-07,3031-02-26,,,,No,No,No,Yes,N/A,Yes,No,0,0,0,0,0,0,1,0,0,9,Early Childhood,Resolute (+),None (-),Mercenary (-),None (-),12,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Private,Sander,Skarstein,,Sander,Skarstein,,,Ion,3008-03-08,Active,Male,Green,Soldier,Foot Platoon (Laser Marine),Delta Security Company (Infantry),-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,5,-,5,-,-,7,-,-,-,-,-,-,-,-,-,0,0,478 C-Bill,11,Draconis Combine,The Edge,3008-03-08,3028-12-07,3028-12-07,,,,No,No,No,Yes,N/A,N/A,No,0,0,0,0,0,0,1,0,0,9,Early Childhood,None (-),None (-),None (-),Condescending (-),12,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Corporal,Ragna,Gronhag,,Ragna,Gronhag,,,Lanik,3006-10-08,Active,Female,Regular,Soldier,Foot Platoon (Laser Marine),Delta Security Company (Infantry),-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,4,-,-,7,-,-,-,-,-,-,-,-,-,-,-,0,0,"1,123 C-Bill",31,Draconis Combine,Alleghe,3006-10-08,3028-12-07,3031-02-26,,,,No,No,No,Yes,N/A,Yes,No,0,0,0,0,0,0,1,1,0,9,Early Childhood,None (-),None (-),None (-),None (-),15,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Private,Kálmán,Kika,,Kálmán,Kika,,,Nacho,2999-07-19,Killed in Action,Male,Regular,Soldier,-,-,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,4,-,5,-,-,-,-,-,-,-,-,-,-,-,-,3,0,622 C-Bill,27,Draconis Combine,Liezen,2999-07-19,3028-12-07,3028-12-07,,,3031-02-14,No,No,No,Yes,N/A,N/A,N/A,0,0,0,0,0,6,1,0,0,9,Early Childhood,None (-),None (-),None (-),None (-),13,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Corporal,Gunadi,Jitu,,Gunadi,Jitu,,,Alchemist,3002-10-23,Active,Male,Veteran,Soldier,Foot Platoon (Laser Marine),Delta Security Company (Infantry),-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,3,5,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,"2,696 C-Bill",24,Draconis Combine,The Edge,3002-10-23,3028-12-07,3031-02-27,,,,No,No,No,Yes,N/A,N/A,No,0,0,0,0,0,-1,1,0,0,9,Early Childhood,Determined (+),None (-),None (-),Considerate (+),12,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Corporal,Madalyn,Dickinson,,Madalyn,Dickinson,,,Rampage,3007-01-22,Active,Female,Regular,Soldier,Foot Platoon (Laser Marine),Delta Security Company (Infantry),-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,"1,123 C-Bill",29,Draconis Combine,Harvest,3007-01-22,3028-12-07,3031-02-26,,,,No,No,No,Yes,N/A,Yes,No,0,0,0,0,0,0,1,0,0,9,Early Childhood,None (-),None (-),None (-),Authentic (+),12,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Corporal,Wosene,Ogawa,,Wosene,Ogawa,,,Inch,3004-07-09,Active,Male,Regular,Soldier,Foot Platoon (Laser Marine),Delta Security Company (Infantry),-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,"1,123 C-Bill",24,Mercenary,St. John,3004-07-09,3028-12-07,3031-02-26,,,,No,No,No,Yes,N/A,N/A,No,0,0,0,0,0,0,1,0,0,9,Early Childhood,None (-),None (-),None (-),Condescending (-),12,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Corporal,Penrod,Ahonen,,Penrod,Ahonen,,,Vulpes,3002-11-29,Active,Male,Regular,Soldier,Foot Platoon (Laser Marine),Delta Security Company (Infantry),-,-/5,-/-,-/-,-/-,-/-,-/-,-/-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,"1,123 C-Bill",29,Draconis Combine,The Edge,3002-11-29,3028-12-07,3031-02-26,,,,No,No,No,Yes,N/A,N/A,No,0,0,0,0,0,0,1,0,0,9,Early Childhood,None (-),None (-),None (-),Considerate (+),12,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Master Sergeant,Gabriel,Rankovic,,Gabriel,Rankovic,,,Broadway,2997-11-10,Active,Male,Elite,Soldier,Foot Platoon (Laser Marine),Delta Security Company (Infantry),-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,2,-,-,7,-,-,-,-,-,-,-,-,-,-,-,0,0,"6,666 C-Bill",24,Mercenary,Chateau,2997-11-10,3028-12-07,3031-02-27,,,,No,No,No,Yes,N/A,N/A,No,0,0,0,0,0,-2,1,0,0,9,Early Childhood,None (-),Overconfident (-),None (-),None (-),12,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Captain,Neill,Hames,,Neill,Hames,,,Growl,2997-08-17,Active,Male,Elite,Soldier,Foot Platoon (Laser Marine),Delta Security Company (Infantry),-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,2,-,-,6,-,-,-,-,-,-,-,-,-,-,-,0,0,"6,144 C-Bill",21,Draconis Combine,Liezen,2997-08-17,3028-12-07,3028-12-07,,,,No,No,No,N/A,Yes,N/A,No,0,0,0,0,0,-2,1,0,0,9,Early Childhood,None (-),None (-),Savvy (+),None (-),12,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Corporal,Anna-Lisa,Zhang,,Anna-Lisa,Zhang,,,Cait Sidhe,3001-01-01,Active,Female,Regular,Soldier,Foot Platoon (Laser Marine),Delta Security Company (Infantry),-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,"1,123 C-Bill",29,Mercenary,Alleghe,3001-01-01,3028-12-07,3031-02-26,,,,No,No,No,N/A,Yes,Yes,No,0,0,0,0,0,0,1,0,0,9,Early Childhood,None (-),None (-),None (-),Friendly (+),10,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Private,Andino,Martelli,,Andino,Martelli,,,Scratchy,3005-11-24,Active,Male,Green,Soldier,Foot Platoon (Laser Marine),Delta Security Company (Infantry),-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,478 C-Bill,19,Mercenary,Bruben,3005-11-24,3028-12-07,3028-12-07,,,,No,No,No,Yes,N/A,N/A,No,0,0,0,0,0,0,1,0,0,9,Early Childhood,None (-),Overconfident (-),None (-),None (-),12,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Sergeant,Johan,Brott,,Johan,Brott,,,Executioner,2999-01-23,Active,Male,Veteran,Soldier,Foot Platoon (Laser Marine),Delta Security Company (Infantry),-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,"2,811 C-Bill",29,Mercenary,Lovinac,2999-01-23,3028-12-07,3028-12-07,,,,No,No,No,N/A,Yes,N/A,No,0,0,0,0,0,-1,1,0,0,8,Early Childhood,None (-),None (-),None (-),Condescending (-),13,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Corporal,Benjamin,Bjørgo,,Benjamin,Bjørgo,,,Cougar,3007-10-15,Active,Male,Regular,Soldier,Foot Platoon (Laser Marine),Delta Security Company (Infantry),-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,"1,123 C-Bill",33,Draconis Combine,Bruben,3007-10-15,3028-12-07,3031-02-26,,,,No,No,No,Yes,N/A,N/A,No,0,0,0,0,0,0,1,0,0,9,Early Childhood,Domineering (-),None (-),None (-),None (-),12,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
